#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2,YahooName
433,Junior Fernandez,658551,658551,18496,10666,,NYM,RP,RP,Fernandez,Junior,Fernández,Junior,Junior Fernández
434,Pedro Avila,658648,658648,18864,10310,,CLE,RP,RP,Avila,Pedro,Avila,Pedro,Pedro Avila
435,Edward Olivares,658668,658668,19698,9605,*04c8q*,FA,OF,OF,Olivares,Edward,,,
436,Shohei Ohtani,660271,660271,19755,98100,*02yc4*,LAD,SP,SP,Ohtani,Shohei,Ohtani,Shohei,Shohei Ohtani
437,Enoli Paredes,660600,660600,20447,10737,*04ywp*,BAL,RP,RP,Paredes,Enoli,Paredes,Enoli,Enoli Paredes
438,Huascar Ynoa,660623,660623,20468,10214,*03gl9*,LAA,RP,RP,Ynoa,Huascar,Ynoa,Huascar,Huascar Ynoa
439,Yonny Hernandez,660634,660634,19432,11121,*04yin*,NYM,2B,2B,Hernandez,Yonny,Hernandez,Yonny,Yonny Hernández
440,Diego Castillo,660636,660636,19906,11319,*041me*,FA,2B,2B,Castillo,Diego,Castillo,Diego,Diego Castillo
441,Vidal Brujan,660644,660644,20536,9987,*03yxd*,ATL,2B,2B,Brujan,Vidal,Bruján,Vidal,Vidal Bruján
442,Dermis Garcia,660650,660650,20926,10186,,FA,1B,1B,Garcia,Dermis,,,
443,Ronald Acuna Jr.,660670,660670,18401,9775,*03wha*,ATL,OF,OF,Acuna Jr.,Ronald,Acuna Jr.,Ronald,Ronald Acuña Jr.
444,Keibert Ruiz,660688,660688,19610,10263,*03rmz*,WSH,C,C,Ruiz,Keibert,Ruiz,Keibert,Keibert Ruiz
445,Elehuris Montero,660707,660707,20543,10392,*03seg*,FA,1B,1B,Montero,Elehuris,,,
446,Oscar Gonzalez,660757,660757,20970,10306,*03nrk*,FA,OF,OF,Gonzalez,Oscar,,,
447,Sandro Fabian,660758,660758,19910,12175,*03o3v*,FA,OF,OF,Fabian,Sandro,,,
448,Jose Suarez,660761,660761,19911,10470,*03nqc*,ATL,RP,RP,Suarez,Jose,Suarez,José,José Suarez
449,Juan Yepez,660766,660766,18400,11302,*03ner*,FA,DH,DH,Yepez,Juan,Yepez,Juan,Juan Yepez
450,Yerry De los Santos,660787,660787,21420,11476,*05gsw*,NYY,RP,RP,De los Santos,Yerry,De los Santos,Yerry,Yerry De Los Santos
451,Brusdar Graterol,660813,660813,20367,10152,*03zbj*,LAD,RP,RP,Graterol,Brusdar,Graterol,Brusdar,Brusdar Graterol
452,Jesus Sanchez,660821,660821,19913,10236,*03nru*,HOU,OF,OF,Sanchez,Jesus,Sánchez,Jesús,Jesús Sánchez
453,Eduard Bazardo,660825,660825,20997,11165,*04mjn*,SEA,RP,RP,Bazardo,Eduard,Bazardo,Eduard,Eduard Bazardo
454,Hoy Park,660829,660829,18027,11240,*03mky*,ATH,2B,2B,Park,Hoy,Park,Hoy,Hoy Park
455,Leo Rivas,660844,660844,21009,12081,*04ave*,SEA,2B/SS,2B/SS,Rivas,Leo,Rivas,Leo,Leo Rivas
456,Enyel De Los Santos,660853,660853,18403,10058,*03y4y*,HOU,RP,RP,De Los Santos,Enyel,De Los Santos,Enyel,Enyel De Los Santos
457,Jorge Alcala,660896,660896,19459,10701,*04ata*,TOR,RP,RP,Alcala,Jorge,Alcala,Jorge,Jorge Alcala
458,Francisco Perez,660906,660906,21018,11259,,ATH,RP,RP,Perez,Francisco,Pérez,Francisco,Francisco Pérez
459,William Contreras,661388,661388,20503,10364,*03yrz*,MIL,C,C,Contreras,William,Contreras,William,William Contreras
460,Jhoan Duran,661395,661395,21029,10239,*04apj*,PHI,RP,RP,Duran,Jhoan,Duran,Jhoan,Jhoan Duran
461,Emmanuel Clase,661403,661403,21032,10661,*04ug5*,CLE,RP,RP,Clase,Emmanuel,Clase,Emmanuel,Emmanuel Clase
462,Brian Serven,661531,661531,19422,11473,*041rz*,FA,C,C,Serven,Brian,Serven,Brian,Brian Serven
463,Luis Gil,661563,661563,21052,10760,*04s1h*,NYY,SP,SP,Gil,Luis,Gil,Luis,Luis Gil
464,Daulton Varsho,662139,662139,19918,10180,*04efa*,TOR,OF,OF,Varsho,Daulton,Varsho,Daulton,Daulton Varsho
465,Andres Munoz,662253,662253,20373,10134,*0403o*,SEA,RP,RP,Munoz,Andres,Muñoz,Andrés,Andrés Muñoz
466,Robert Suarez,663158,663158,30115,11407,*05r01*,ATL,RP,RP,Suarez,Robert,Suarez,Robert,Robert Suarez
467,Nick Hernandez,663321,663321,19281,11866,*041ue*,ATH,RP,RP,Hernandez,Nick,Hernandez,Nick,Nick Hernandez
468,Jahmai Jones,663330,663330,18872,10223,*03pp6*,DET,OF,OF,Jones,Jahmai,Jones,Jahmai,Jahmai Jones
469,Matt Waldron,663362,663362,25550,11815,*051e5*,SD,SP,SP,Waldron,Matt,Waldron,Matt,Matt Waldron
470,Blake Perkins,663368,663368,19921,11719,*03pp5*,MIL,OF,OF,Perkins,Blake,Perkins,Blake,Blake Perkins
471,Ryan Feltner,663372,663372,21446,11282,*03r06*,COL,SP,SP,Feltner,Ryan,Feltner,Ryan,Ryan Feltner
472,Tanner Rainey,663432,663432,17610,10020,*03pp7*,DET,RP,RP,Rainey,Tanner,Rainey,Tanner,Tanner Rainey
473,Davis Martin,663436,663436,21448,11470,*04pxf*,CHW,SP,SP,Martin,Davis,Martin,Davis,Davis Martin
474,Konnor Pilkington,663455,663455,21453,11386,*04muw*,WSH,RP,RP,Pilkington,Konnor,Pilkington,Konnor,Konnor Pilkington
475,Lars Nootbaar,663457,663457,21454,11225,*04pt2*,STL,OF,OF,Nootbaar,Lars,Nootbaar,Lars,Lars Nootbaar
476,Kris Bubic,663460,663460,21455,10933,*04pmb*,KC,SP,SP,Bubic,Kris,Bubic,Kris,Kris Bubic
477,Isaiah Campbell,663462,663462,25551,10871,*04q6c*,ARI,RP,RP,Campbell,Isaiah,Campbell,Isaiah,Isaiah Campbell
478,Kolby Allard,663465,663465,18694,9790,*03nqg*,CLE,RP,RP,Allard,Kolby,Allard,Kolby,Kolby Allard
479,Triston McKenzie,663474,663474,18000,9965,*03pon*,SD,SP,SP,McKenzie,Triston,McKenzie,Triston,Triston McKenzie
480,Brendon Davis,663478,663478,18587,11304,,FA,3B,3B,Davis,Brendon,,,
481,Cole Sands,663485,663485,21461,11364,*03qxr*,MIN,RP,RP,Sands,Cole,Sands,Cole,Cole Sands
482,Tyler Nevin,663527,663527,17893,10357,*03pok*,FA,3B,3B,Nevin,Tyler,,,
483,Tristin English,663536,663536,26148,12424,*0512d*,FA,1B,1B,English,Tristin,,,
484,Nico Hoerner,663538,663538,21479,10302,*04pkr*,CHC,2B,2B/SS,Hoerner,Nico,Hoerner,Nico,Nico Hoerner
485,Bryan Hudson,663542,663542,19924,11812,*03svw*,CHW,RP,RP,Hudson,Bryan,Hudson,Bryan,Bryan Hudson
486,Trey Cabbage,663550,663550,21078,11764,*03qko*,FA,OF,OF,Cabbage,Trey,,,
487,Casey Mize,663554,663554,20492,10159,*04mlf*,DET,SP,SP,Mize,Casey,Mize,Casey,Casey Mize
488,Shane McClanahan,663556,663556,21483,10332,*04mlt*,TB,SP,SP,McClanahan,Shane,McClanahan,Shane,Shane McClanahan
489,Jovani Moran,663558,663558,20422,11287,*03qmm*,BOS,RP,RP,Moran,Jovani,Morán,Jovani,Jovani Moran
490,Bailey Falter,663559,663559,20070,11171,*03ql8*,KC,SP,SP,Falter,Bailey,Falter,Bailey,Bailey Falter
491,Peter Lambert,663567,663567,17969,10589,*03poo*,HOU,RP,RP,Lambert,Peter,Lambert,Peter,Peter Lambert
492,Stephen Kolek,663568,663568,21487,12009,*04pvu*,KC,SP,SP,Kolek,Stephen,Kolek,Stephen,Stephen Kolek
493,Tony Santillan,663574,663574,19926,10347,*03poq*,CIN,RP,RP,Santillan,Tony,Santillan,Tony,Tony Santillan
494,Hayden Senger,663584,663584,21489,12372,*04q63*,NYM,C,C,Senger,Hayden,Senger,Hayden,Hayden Senger
495,Austin Riley,663586,663586,18360,9821,*03pom*,ATL,3B,3B,Riley,Austin,Riley,Austin,Austin Riley
496,Brandon Lockridge,663604,663604,21496,12173,*04prc*,MIL,OF,OF,Lockridge,Brandon,Lockridge,Brandon,Brandon Lockridge
497,Luken Baker,663609,663609,21497,11803,*04069*,FA,DH,DH,Baker,Luken,Baker,Luken,Luken Baker
498,Nick Madrigal,663611,663611,20521,10297,*03qu7*,FA,2B,2B,Madrigal,Nick,,,
499,Trevor Larnach,663616,663616,21501,10350,*04nky*,MIN,OF,OF,Larnach,Trevor,Larnach,Trevor,Trevor Larnach
500,Jake Irvin,663623,663623,21504,10976,*04ppz*,WSH,SP,SP,Irvin,Jake,Irvin,Jake,Jake Irvin
501,Ryan Mountcastle,663624,663624,18373,9977,*03pjl*,BAL,1B,1B,Mountcastle,Ryan,Mountcastle,Ryan,Ryan Mountcastle
502,Ryan McKenna,663630,663630,19928,10731,*03qkw*,FA,OF,OF,McKenna,Ryan,,,
503,Ke’Bryan Hayes,663647,663647,18577,10262,*03pji*,CIN,3B,3B,Hayes,Ke’Bryan,Hayes,Ke’Bryan,Ke’Bryan Hayes
504,Kyle Tucker,663656,663656,18345,9787,*03pir*,FA,OF,OF,Tucker,Kyle,,,
505,Daz Cameron,663662,663662,18353,10182,*02zg5*,MIL,OF,OF,Cameron,Daz,Cameron,Daz,Daz Cameron
506,Nic Enright,663671,663671,25553,11722,*03qvm*,TOR,RP,RP,Enright,Nic,Enright,Nic,Nic Enright
507,Hogan Harris,663687,663687,21520,11650,*04pps*,ATH,RP,RP,Harris,Hogan,Harris,Hogan,Hogan Harris
508,Jonathan India,663697,663697,21523,10248,*04nx3*,KC,2B/3B/ OF,2B/3B/ OF,India,Jonathan,India,Jonathan,Jonathan India
509,Joey Bart,663698,663698,21524,10245,*04mn4*,PIT,C,C,Bart,Joey,Bart,Joey,Joey Bart
510,James McArthur,663704,663704,21527,11345,*04pw3*,KC,RP,RP,McArthur,James,McArthur,James,James McArthur
511,Cal Raleigh,663728,663728,21534,10866,*04my4*,SEA,C,C,Raleigh,Cal,Raleigh,Cal,Cal Raleigh
512,Connor Kaiser,663731,663731,21535,11813,*04ppn*,FA,SS,SS,Kaiser,Connor,,,
513,Daniel Lynch IV,663738,663738,21537,10176,*04pma*,KC,SP,SP,Lynch IV,Daniel,Lynch IV,Daniel,Daniel Lynch IV
514,Nick Fortes,663743,663743,21538,11289,*04pqf*,TB,C,C,Fortes,Nick,Fortes,Nick,Nick Fortes
515,Trent Grisham,663757,663757,18564,10658,*03pit*,NYY,OF,OF,Grisham,Trent,Grisham,Trent,Trent Grisham
516,Jake Woodford,663765,663765,18674,10772,*03pol*,TB,RP,RP,Woodford,Jake,Woodford,Jake,Jake Woodford
517,Chase Shugart,663767,663767,21544,12150,*04pw2*,PIT,RP,RP,Shugart,Chase,Shugart,Chase,Chase Shugart
518,Bryan Hoeing,663773,663773,26304,11541,*05156*,SD,RP,RP,Hoeing,Bryan,Hoeing,Bryan,Bryan Hoeing
519,Patrick Sandoval,663776,663776,19447,10308,*03qpi*,BOS,SP,SP,Sandoval,Patrick,Sandoval,Patrick,Patrick Sandoval
520,Jackson Kowar,663804,663804,21549,10222,*04mlg*,SEA,RP,RP,Kowar,Jackson,Kowar,Jackson,Jackson Kowar
521,Matt Vierling,663837,663837,21558,11223,*04pqq*,DET,3B/OF,3B/OF,Vierling,Matt,Vierling,Matt,Matt Vierling
522,Alfonso Rivas III,663845,663845,,11272,,STL,1B,1B,Rivas III,Alfonso,Rivas III,Alfonso,Alfonso Rivas
523,Romy Gonzalez,663853,663853,21562,11276,*04q0o*,BOS,1B/2B/ SS,1B/2B/ SS/3B/OF,Gonzalez,Romy,Gonzalez,Romy,Romy González
524,Jordan Hicks,663855,663855,19618,9957,*03vcw*,BOS,SP,SP,Hicks,Jordan,Hicks,Jordan,Jordan Hicks
525,Nate Pearson,663878,663878,20160,10295,*04eec*,HOU,RP,RP,Pearson,Nate,Pearson,Nate,Nate Pearson
526,Tyler Stephenson,663886,663886,17988,10358,*03pix*,CIN,C,C,Stephenson,Tyler,Stephenson,Tyler,Tyler Stephenson
527,Brendon Little,663893,663893,21574,11552,*04afl*,TOR,RP,RP,Little,Brendon,Little,Brendon,Brendon Little
528,Luke Williams,663897,663897,19931,11017,*03qk3*,FA,OF,OF,Williams,Luke,,,
529,Brendan Rodgers,663898,663898,17907,9781,*03lua*,FA,2B,2B,Rodgers,Brendan,,,
530,Brady Singer,663903,663903,25377,10145,*03pov*,CIN,SP,SP,Singer,Brady,Singer,Brady,Brady Singer
531,Travis Blankenhorn,663905,663905,18395,10762,*03qk2*,FA,2B,2B,Blankenhorn,Travis,Blankenhorn,Travis,Travis Blankenhorn
532,Tristan Beck,663941,663941,21584,10352,*04afk*,SF,RP,RP,Beck,Tristan,Beck,Tristan,Tristan Beck
533,Tyler Holton,663947,663947,26231,11459,*04naz*,DET,RP,RP,Holton,Tyler,Holton,Tyler,Tyler Holton
534,Cesar Salazar,663967,663967,21587,11781,*04psg*,HOU,C,C,Salazar,Cesar,Salazar,César,César Salazar
535,Jake Mangum,663968,663968,26202,12067,*05135*,PIT,OF,OF,Mangum,Jake,Mangum,Jake,Jake Mangum
536,Tyler Phillips,663969,663969,20629,10734,*03qt6*,MIA,RP,RP,Phillips,Tyler,Phillips,Tyler,Tyler Phillips
537,Trevor Stephan,663986,663986,19932,11194,*0421j*,CLE,RP,RP,Stephan,Trevor,Stephan,Trevor,Trevor Stephan
538,Nick Vespi,663989,663989,21093,11472,*03qv3*,PHI,RP,RP,Vespi,Nick,Vespi,Nick,Nick Vespi
539,Richard Lovelady,663992,663992,19337,10525,*041w0*,NYM,RP,RP,Lovelady,Richard,Lovelady,Richard,Richard Lovelady
540,Nathaniel Lowe,663993,663993,19566,10296,*041xv*,FA,1B,1B,Lowe,Nathaniel,,,
541,Ian Happ,664023,664023,17919,9655,*03nmw*,CHC,OF,OF,Happ,Ian,Happ,Ian,Ian Happ
542,Ty France,664034,664034,17982,10485,*03whq*,FA,1B,1B,France,Ty,,,
543,Brandon Lowe,664040,664040,18882,10068,*03qjy*,PIT,2B,1B/2B,Lowe,Brandon,Lowe,Brandon,Brandon Lowe
544,Travis Lakins Sr.,664042,664042,18600,10460,,CHW,RP,RP,Lakins Sr.,Travis,Lakins Sr.,Travis,Travis Lakins Sr.
545,Cody Stashak,664054,664054,18088,10652,,PHI,RP,RP,Stashak,Cody,Stashak,Cody,Cody Stashak
546,Harrison Bader,664056,664056,18030,9710,*03qjv*,FA,OF,OF,Bader,Harrison,,,
547,David Fletcher,664058,664058,17992,9230,*03qlw*,FA,2B,2B,Fletcher,David,,,
548,Sam Haggerty,664059,664059,18054,10683,*03qz9*,TEX,OF,OF,Haggerty,Sam,Haggerty,Sam,Sam Haggerty
549,Scott Kingery,664068,664068,17975,9777,*03pjc*,CHC,OF,OF,Kingery,Scott,Kingery,Scott,Scott Kingery
550,Garrett Cleavinger,664076,664076,17897,10769,*03qju*,TB,RP,RP,Cleavinger,Garrett,Cleavinger,Garrett,Garrett Cleavinger
551,Tyler Jay,664079,664079,17952,12076,*03n6f*,MIL,RP,RP,Jay,Tyler,Jay,Tyler,Tyler Jay
552,Pete Fairbanks,664126,664126,17998,10634,*03qo0*,MIA,RP,RP,Fairbanks,Pete,Fairbanks,Pete,Pete Fairbanks
553,Geoff Hartlieb,664129,664129,19558,10623,*04yk6*,KC,RP,RP,Hartlieb,Geoff,Hartlieb,Geoff,Geoff Hartlieb
554,JT Brubaker,664141,664141,17578,10476,*03qm8*,SF,RP,RP,Brubaker,JT,Brubaker,JT,JT Brubaker
555,Phil Maton,664208,664208,18064,9677,*03qwa*,CHC,RP,RP,Maton,Phil,Maton,Phil,Phil Maton
556,Dylan Moore,664238,664238,18042,10444,*03qml*,FA,1B/2B/ SS/3B/OF,1B/2B/ SS/3B/OF,Moore,Dylan,,,
557,Kyle Garlick,664247,664247,18063,10622,*03v3t*,FA,OF,OF,Garlick,Kyle,,,
558,Cristian Javier,664299,664299,17606,10717,*045kb*,HOU,SP,SP,Javier,Cristian,Javier,Cristian,Cristian Javier
559,Estevan Florial,664314,664314,19151,10194,*03yth*,FA,OF,OF,Florial,Estevan,,,
560,Myles Straw,664702,664702,17620,10109,*03qqb*,TOR,OF,OF,Straw,Myles,Straw,Myles,Myles Straw
561,Kyle Isbel,664728,664728,21614,10408,*04ppo*,KC,OF,OF,Isbel,Kyle,Isbel,Kyle,Kyle Isbel
562,P.J. Higgins,664731,664731,18433,10917,*03qqe*,FA,C,C,Higgins,P.J.,,,
563,Jose Espada,664744,664744,21131,11878,,BAL,RP,RP,Espada,Jose,Espada,Jose,Jose Espada
564,Alexis Diaz,664747,664747,21132,11350,*03qqf*,TEX,RP,RP,Diaz,Alexis,Díaz,Alexis,Alexis Díaz
565,Alec Bohm,664761,664761,21618,10125,*04mn5*,PHI,1B/3B,1B/3B,Bohm,Alec,Bohm,Alec,Alec Bohm
566,LaMonte Wade Jr.,664774,664774,18126,10271,*03qo2*,FA,1B/OF,1B/OF,Wade Jr.,LaMonte,,,
567,Danny Young,664849,664849,18439,10015,*03qni*,ATL,RP,RP,Young,Danny,Young,Danny,Danny Young
568,Jay Flaa,664852,664852,,10566,*03qma*,ATL,RP,RP,Flaa,Jay,Flaa,Jay,Jay Flaa
569,Ryan Helsley,664854,664854,18138,10321,*03ql5*,BAL,RP,RP,Helsley,Ryan,Helsley,Ryan,Ryan Helsley
570,Seby Zavala,664874,664874,18887,9985,*03qqd*,FA,C,C,Zavala,Seby,Zavala,Seby,Seby Zavala
571,Justin Lawrence,664875,664875,17639,10499,*03qq9*,PIT,RP,RP,Lawrence,Justin,Lawrence,Justin,Justin Lawrence
572,Danny Mendick,664901,664901,18889,10686,*03qxt*,FA,SS,SS,Mendick,Danny,,,
573,Seth Brown,664913,664913,18171,10677,*03qvr*,FA,1B/OF,1B/OF,Brown,Seth,,,
574,Brett Sullivan,664954,664954,18217,10951,*03qtv*,COL,C,C,Sullivan,Brett,Sullivan,Brett,Brett Sullivan
575,Jake McCarthy,664983,664983,21622,10226,*03qyv*,ARI,OF,OF,McCarthy,Jake,McCarthy,Jake,Jake McCarthy
576,Trevor Kelley,665001,665001,18454,9618,*04z5q*,SEA,RP,RP,Kelley,Trevor,Kelley,Trevor,Trevor Kelley
577,Kody Clemens,665019,665019,20572,11342,*04ppi*,MIN,1B/2B/ OF,1B/2B/ 3B/OF,Clemens,Kody,Clemens,Kody,Kody Clemens
578,Hobie Harris,665048,665048,18615,11777,*03yxs*,BOS,RP,RP,Harris,Hobie,Harris,Hobie,Hobie Harris
579,Griffin Conine,665052,665052,21626,10210,*04mn2*,MIA,OF,OF,Conine,Griffin,Conine,Griffin,Griffin Conine
580,Jared Walsh,665120,665120,18607,10621,*04p9n*,FA,1B,1B,Walsh,Jared,,,
581,Dean Kremer,665152,665152,19350,10183,*041yb*,BAL,SP,SP,Kremer,Dean,Kremer,Dean,Dean Kremer
582,Nick Maton,665155,665155,21635,11016,*04ei5*,FA,3B,3B,Maton,Nick,Maton,Nick,Nick Maton
583,Jeremy Pena,665161,665161,21636,11309,*04ppj*,HOU,SS,SS,Pena,Jeremy,Peña,Jeremy,Jeremy Peña
584,Fernando Tatis Jr.,665487,665487,19709,9948,*03zbh*,SD,OF,OF,Tatis Jr.,Fernando,Tatis Jr.,Fernando,Fernando Tatis Jr.
585,Vladimir Guerrero Jr.,665489,665489,19611,9785,*03ojr*,TOR,1B,1B/3B,Guerrero Jr.,Vladimir,Guerrero Jr.,Vladimir,Vladimir Guerrero Jr.
586,Cristian Pache,665506,665506,19948,10172,*03xlc*,NYM,OF,OF,Pache,Cristian,Pache,Cristian,Cristian Pache
587,Rafael Marchan,665561,665561,21646,11064,*0403l*,PHI,C,C,Marchan,Rafael,Marchán,Rafael,Rafael Marchán
588,Luis Medina,665622,665622,21649,10280,*03zlf*,ATH,SP,SP,Medina,Luis,Medina,Luis,Luis Medina
589,Kervin Castro,665645,665645,21656,11173,,NYY,RP,RP,Castro,Kervin,Castro,Kervin,Kervin Castro
590,Elvis Alvarado,665660,665660,21662,12340,*041g5*,ATH,RP,RP,Alvarado,Elvis,Alvarado,Elvis,Elvis Alvarado
591,Reiver Sanmartin,665665,665665,19754,11296,,SF,RP,RP,Sanmartin,Reiver,Sanmartin,Reiver,Reiver Sanmartin
592,Juan Soto,665742,665742,20123,10030,*03ynj*,NYM,OF,OF,Soto,Juan,Soto,Juan,Juan Soto
593,Leody Taveras,665750,665750,18900,10274,*03pzo*,BAL,OF,OF,Taveras,Leody,Taveras,Leody,Leody Taveras
594,Luis De Los Santos,665782,665782,21682,10578,*06amh*,FA,SS,SS,De Los Santos,Luis,De Los Santos,Luis,Luis De Los Santos
595,Edward Cabrera,665795,665795,21690,10721,*04ali*,MIA,SP,SP,Cabrera,Edward,Cabrera,Edward,Edward Cabrera
596,Miguel Amaya,665804,665804,21693,10290,*03xs3*,CHC,C,C,Amaya,Miguel,Amaya,Miguel,Miguel Amaya
597,Oswaldo Cabrera,665828,665828,21707,11391,*042no*,NYY,3B,1B/2B/ 3B,Cabrera,Oswaldo,Cabrera,Oswaldo,Oswaldo Cabrera
598,Oneil Cruz,665833,665833,21711,10305,*03zlh*,PIT,SS/OF,SS/OF,Cruz,Oneil,Cruz,Oneil,Oneil Cruz
599,Enmanuel Valdez,665839,665839,21716,11626,*042af*,PIT,1B/2B,1B/2B,Valdez,Enmanuel,Valdez,Enmanuel,Enmanuel Valdez
600,Jair Camargo,665856,665856,21730,11989,*05ge4*,FA,C,C,Camargo,Jair,,,
601,Sebastian Rivero,665861,665861,21735,10931,,FA,C,C,Rivero,Sebastian,,,
602,Jazz Chisholm Jr.,665862,665862,20454,10231,*045qo*,NYY,2B/3B/ OF,2B/3B/ OF,Chisholm Jr.,Jazz,Chisholm Jr.,Jazz,Jazz Chisholm Jr.
603,Javier Assad,665871,665871,21741,11547,*04fq2*,CHC,SP,SP,Assad,Javier,Assad,Javier,Javier Assad
604,Jose Fermin,665877,665877,21746,11776,*03zbp*,STL,SS,SS,Fermin,Jose,Fermín,José,José Fermín
605,Seuly Matias,665890,665890,,10330,*03t0u*,KC,OF,OF,Matias,Seuly,Matias,Seuly,
606,Jose Marte,665896,665896,21761,11263,*04ydj*,NYM,RP,RP,Marte,Jose,Marte,José,José Marte
607,Esteury Ruiz,665923,665923,21780,10193,*0406v*,MIA,OF,OF,Ruiz,Esteury,Ruiz,Esteury,Esteury Ruiz
608,Andres Gimenez,665926,665926,19950,10133,*03pzn*,TOR,2B,2B,Gimenez,Andres,Giménez,Andrés,Andrés Giménez
609,Andres Chaparro,665953,665953,21797,11780,*0406n*,WSH,DH,DH,Chaparro,Andres,Chaparro,Andrés,Andrés Chaparro
610,Carlos Narvaez,665966,665966,19722,12012,*048tn*,BOS,C,C,Narvaez,Carlos,Narváez,Carlos,Carlos Narváez
611,Jonathan Aranda,666018,666018,21837,11394,*05t9v*,TB,1B,1B/2B,Aranda,Jonathan,Aranda,Jonathan,Jonathan Aranda
612,Freddy Fermin,666023,666023,21840,11514,*05lo5*,SD,C,C,Fermin,Freddy,Fermin,Freddy,Freddy Fermin
613,Tyler Baum,666121,666121,sa1054042,10861,*04nay*,ATH,RP,RP,Baum,Tyler,Baum,Tyler,
614,Carlos Cortes,666126,666126,21842,12427,*0423c*,ATH,OF,OF,Cortes,Carlos,Cortes,Carlos,Carlos Cortes
615,Braxton Garrett,666129,666129,21844,10147,*041e3*,MIA,SP,SP,Garrett,Braxton,Garrett,Braxton,Braxton Garrett
616,Nolan Jones,666134,666134,20529,10304,*041q6*,CLE,OF,OF,Jones,Nolan,Jones,Nolan,Nolan Jones
617,Josh Lowe,666139,666139,19953,10254,*041ah*,TB,OF,OF,Lowe,Josh,Lowe,Josh,Josh Lowe
618,Cole Ragans,666142,666142,21846,10166,*041ma*,KC,SP,SP,Ragans,Cole,Ragans,Cole,Cole Ragans
619,Tyler Fitzgerald,666149,666149,26208,11874,*05131*,SF,2B/SS,2B/SS/ OF,Fitzgerald,Tyler,Fitzgerald,Tyler,Tyler Fitzgerald
620,Dominic Fletcher,666150,666150,26149,11026,*04y45*,PIT,OF,OF,Fletcher,Dominic,Fletcher,Dominic,Dominic Fletcher
621,David Hamilton,666152,666152,27531,11645,*0515v*,BOS,2B/SS,2B/SS,Hamilton,David,Hamilton,David,David Hamilton
