Name,MLBID,FGID,FGSlug
lisbel diaz,815464,sa3022399,lisbel-diaz
lisnerkin lantigua,800128,,lisnerkin-lantigua
livan reinoso,802984,,livan-reinoso
livan soto,670869,22471,livan-soto
lizandro espinoza,692371,,lizandro-espinoza
lj mcdonough,690229,,lj-mcdonough
ljay newsome,664714,19942,ljay-newsome
lluveres severino,806684,,lluveres-severino
logan allen,663531,18555,logan-allen
logan allen,671106,27589,logan-allen
logan berrier,828603,,logan-berrier
logan braunschweig,824742,,logan-braunschweig
logan davidson,669722,,logan-davidson
logan dawson,814973,,logan-dawson
logan driscoll,686482,25475,logan-driscoll
logan evans,688138,33699,logan-evans
logan forsythe,523253,7185,logan-forsythe
logan gilbert,669302,22250,logan-gilbert
logan gillaspie,670810,22461,logan-gillaspie
logan henderson,701656,31475,logan-henderson
logan lunceford,702583,,logan-lunceford
logan martin,814803,,logan-martin
logan maxwell,800741,,logan-maxwell
logan mcguire,695661,,logan-mcguire
logan mercado,694781,,logan-mercado
logan ohoppe,681351,24729,logan-ohoppe
logan porter,682515,20626,logan-porter
logan poteet,804751,,logan-poteet
logan samuels,808469,,logan-samuels
logan sauve,702524,,logan-sauve
logan tabeling,805841,,logan-tabeling
logan vanwey,701121,,logan-vanwey
logan wagner,702488,sa3019932,logan-wagner
logan webb,657277,17995,logan-webb
logan workman,694312,,logan-workman
logun clark,800621,,logun-clark
lorenzo meola,823768,,lorenzo-meola
lou trivino,642152,15043,lou-trivino
louis andujar,829943,sa3068889,louis-andujar
louis marinaro,835516,,louis-marinaro
louis varland,686973,27691,louis-varland
lourdes gurriel jr.,666971,19238,lourdes-gurriel-jr
luarbert arias,678215,,luarbert-arias
luca tresh,681123,,luca-tresh
lucas braun,814351,sa3022996,lucas-braun
lucas elissalt,827640,,lucas-elissalt
lucas erceg,668674,19360,lucas-erceg
lucas gilbreath,656458,21290,lucas-gilbreath
lucas giolito,608337,15474,lucas-giolito
lucas gordon,690981,,lucas-gordon
lucas kelly,805220,,lucas-kelly
lucas knowles,686731,,lucas-knowles
lucas mahlstedt,822652,,lucas-mahlstedt
lucas ramirez,813429,,lucas-ramirez
lucas sims,608371,13470,lucas-sims
lucas spence,828599,sa3025371,lucas-spence
lucas wepf,689233,,lucas-wepf
ludwing espinoza,806968,,ludwing-espinoza
luichi casilla,800436,,luichi-casilla
luinder avila,679883,24452,luinder-avila
luis aguilar,806948,,luis-aguilar
luis aguilera,821813,,luis-aguilera
luis almeyda,806981,,luis-almeyda
luis alvarez,700351,,luis-alvarez
luis andujar,821011,,luis-andujar
luis arana,829854,sa3067767,luis-arana
luis arestigueta,808244,,luis-arestigueta
luis arias,811323,,luis-arias
luis arraez,650333,18568,luis-arraez
luis avila,809701,,luis-avila
luis baez,800232,sa3018482,luis-baez
luis beltran,808055,sa3021509,luis-beltran
luis burgos,827469,,luis-burgos
luis caicuto,691276,,luis-caicuto
luis campusano,669134,22217,luis-campusano
luis carias,808218,,luis-carias
luis carrasco,682918,,luis-carrasco
luis carrasco,816263,,luis-carrasco
luis castillo,622491,15689,luis-castillo
luis castillo,622379,20638,luis-castillo
luis castro,820123,,luis-castro
luis cepeda,831532,,luis-cepeda
luis cesar,805094,,luis-cesar
luis cessa,570666,13345,luis-cessa
luis cohen,800324,,luis-cohen
luis contreras,664351,,luis-contreras
luis corobo,821818,,luis-corobo
luis cova,815909,sa3023723,luis-cova
luis cruz,458501,3188,luis-cruz
luis cruz,458501,3188,luis-cruz
luis cuevas,829982,,luis-cuevas
luis curvelo,681168,,luis-curvelo
luis de la cruz,821139,,luis-de-la-cruz
luis de la cruz,806927,,luis-de-la-cruz
luis de la torre,815219,sa3022880,luis-de-la-torre
luis de leon,825479,,luis-de-leon
luis de leon,808029,,luis-de-leon
luis de leon,801725,sa3019283,luis-de-leon
luis de los santos,665782,,luis-de-los-santos
luis durango,470516,6533,luis-durango
luis escudero,806884,,luis-escudero
luis espinoza,821646,,luis-espinoza
luis flores,800058,,luis-flores
luis fragoza,821613,,luis-fragoza
luis freitez,693782,,luis-freitez
luis frias,801263,,luis-frias
luis galan,829766,,luis-galan
luis garcia,472610,6984,luis-garcia
luis garcia,150193,1004504,luis-garcia
luis garcia,677651,23735,luis-garcia
luis garcia jr.,671277,20391,luis-garcia-jr
luis gastelum,703725,,luis-gastelum
luis german,702445,,luis-german
luis ghisays,827114,,luis-ghisays
luis gil,661563,21052,luis-gil
luis gomez,827688,,luis-gomez
luis gonzalez,114935,55,luis-gonzalez
luis gonzalez,114935,55,luis-gonzalez
luis gonzalez,670768,20332,luis-gonzalez
luis guanipa,806994,,luis-guanipa
luis guerrero,692285,,luis-guerrero
luis guillorme,641645,16451,luis-guillorme
luis gutierrez,692294,,luis-gutierrez
luis gutierrez,829458,,luis-gutierrez
luis ilarraza,821184,,luis-ilarraza
luis lameda,808288,,luis-lameda
luis lara,800325,sa3018514,luis-lara
luis leon,828783,,luis-leon
luis leon,830020,,luis-leon
luis liberato,642451,17307,luis-liberato
luis maracara,821634,,luis-maracara
luis marquez,805058,,luis-marquez
luis martinez,446208,2481,luis-martinez
luis martinez-gomez,815292,,luis-martinez-gomez
luis matos,682641,26467,luis-matos
luis medina,665622,21649,luis-medina
luis mendez,692591,,luis-mendez
luis merejo,,sa3021196,luis-merejo
luis mey,682825,25620,luis-mey
luis morales,806960,32227,luis-morales
luis morejon,830435,,luis-morejon
luis moreno,691032,,luis-moreno
luis moreno,691032,,luis-moreno
luis ortiz,682847,27646,luis-ortiz
luis ortiz,656814,16942,luis-ortiz
luis oviedo,665854,21728,luis-oviedo
luis palacios,672712,,luis-palacios
luis parababire,808538,,luis-parababire
luis paredes,834905,,luis-paredes
luis patino,672715,22815,luis-patino
luis pena,821270,sa3024134,luis-pena
luis perales,691384,sa3014677,luis-perales
luis peralta,678821,,luis-peralta
luis pimentel,,sa3024231,luis-pimentel
luis pineda,400079,346,luis-pineda
luis pino,700720,,luis-pino
luis puello,809772,,luis-puello
luis quesada,809683,,luis-quesada
luis quinones,687879,,luis-quinones
luis ramirez,452889,,luis-ramirez
luis ramon king,830428,,luis-ramon-king
luis rengifo,650859,19858,luis-rengifo
luis reyes,829401,,luis-reyes
luis reyes,829401,,luis-reyes
luis reyes,829401,,luis-reyes
luis rives,823878,,luis-rives
luis robert jr.,673357,20043,luis-robert-jr
luis rodriguez,800170,,luis-rodriguez
luis rujano,701329,,luis-rujano
luis sanchez,800506,,luis-sanchez
luis serna,702436,,luis-serna
luis severino,622663,15890,luis-severino
luis steven king,830443,,luis-steven-king
luis suisbel,692044,,luis-suisbel
luis torrens,620443,15905,luis-torrens
luis torres,800187,,luis-torres
luis torres,800187,,luis-torres
luis tovar,830434,,luis-tovar
luis urias,649966,16622,luis-urias
luis valdez,802099,,luis-valdez
luis valdez,802099,,luis-valdez
luis vargas,682855,,luis-vargas
luis vazquez,676679,23442,luis-vazquez
luis verdugo,677605,,luis-verdugo
luisangel acuna,682668,26548,luisangel-acuna
luisberth valdez,830003,,luisberth-valdez
luiyin alastre,808236,,luiyin-alastre
lujames groover,694410,sa3022887,lujames-groover
lukas gonzalez,821172,,lukas-gonzalez
luke adams,702726,sa3020135,luke-adams
luke bell,687259,,luke-bell
luke broderick,830153,,luke-broderick
luke cantwell,822877,,luke-cantwell
luke davis,701592,,luke-davis
luke dickerson,815380,sa3067329,luke-dickerson
luke dotson,806060,,luke-dotson
luke fernandez,804855,,luke-fernandez
luke fox,803183,,luke-fox
luke gabrysh,826939,,luke-gabrysh
luke hanson,702630,,luke-hanson
luke hayden,695569,,luke-hayden
luke heyman,701326,,luke-heyman
luke hill,702619,,luke-hill
luke holman,,sa3034003,luke-holman
luke jackson,592426,11752,luke-jackson
luke jackson,592426,11752,luke-jackson
luke johnson,810022,,luke-johnson
luke keaschall,807712,33321,luke-keaschall
luke kovach,828420,,luke-kovach
luke lacourse,834241,,luke-lacourse
luke little,681432,28036,luke-little
luke maile,571912,13355,luke-maile
luke mensik,834965,,luke-mensik
luke murphy,684665,,luke-murphy
luke raley,670042,19354,luke-raley
luke russo,689726,,luke-russo
luke savage,694504,,luke-savage
luke scherrer,800615,,luke-scherrer
luke sinnard,820827,sa3042362,luke-sinnard
luke stevenson,806233,sa3043081,luke-stevenson
luke stofel,814477,,luke-stofel
luke taggart,689450,,luke-taggart
luke voit,572228,14811,luke-voit
luke waddell,680672,,luke-waddell
luke weaver,596133,16918,luke-weaver
luke williams,663897,19931,luke-williams
luke young,805272,,luke-young
luken baker,663609,21497,luken-baker
lyle miller-green,,sa3025307,lyle-miller-green
lyon richardson,680689,24581,lyon-richardson
mac guscette,691944,,mac-guscette
mac heuer,806121,,mac-heuer
mac horvath,690991,sa3022885,mac-horvath
mac mccroskey,815151,,mac-mccroskey
mackenzie gore,669022,22201,mackenzie-gore
maddox latta,823944,,maddox-latta
maddux bruns,691772,,maddux-bruns
maddux houghton,806368,,maddux-houghton
madinson frias,821052,,madinson-frias
magneuris sierra,642423,17023,magneuris-sierra
magnus ellerts,701884,,magnus-ellerts
maick collado,691408,,maick-collado
maikel garcia,672580,22715,maikel-garcia
maikel rodriguez,821097,,maikel-rodriguez
maikol hernandez,694204,,maikol-hernandez
maikol orozco,807004,,maikol-orozco
maikol rodriguez,830465,,maikol-rodriguez
mairoshendrick martinus,800302,,mairoshendrick-martinus
malachi witherspoon,802412,,malachi-witherspoon
malcolm moore,702270,sa3025250,malcolm-moore
malcom nunez,682650,sa3008113,malcom-nunez
malvin fernandez,829768,,malvin-fernandez
mani cedeno,829041,,mani-cedeno
manni ramirez,821642,,manni-ramirez
manny machado,592518,11493,manny-machado
manolfi jimenez,800272,sa3018492,manolfi-jimenez
manuel almeida,829903,,manuel-almeida
manuel baez,821281,,manuel-baez
manuel beltre,694202,,manuel-beltre
manuel cabrera,806999,,manuel-cabrera
manuel campos,829976,,manuel-campos
manuel castro,701195,,manuel-castro
manuel genao,808510,,manuel-genao
manuel german,802091,,manuel-german
manuel marchan,820963,,manuel-marchan
manuel margot,622534,14712,manuel-margot
manuel mercedes,692352,,manuel-mercedes
manuel osorio,808130,,manuel-osorio
manuel palencia,692633,,manuel-palencia
manuel pena,694211,,manuel-pena
manuel perez,800207,,manuel-perez
manuel rodriguez,804973,sa3019291,manuel-rodriguez
manuel rodriguez,655889,20794,manuel-rodriguez
marc church,687847,26353,marc-church
marcell ozuna,542303,10324,marcell-ozuna
marcelo alcala,808708,,marcelo-alcala
marcelo mayer,691785,29668,marcelo-mayer
marco barrios,816256,,marco-barrios
marco dinges,701392,sa3025495,marco-dinges
marco eluscat,821644,,marco-eluscat
marco gonzales,594835,15467,marco-gonzales
marco luciano,682617,25616,marco-luciano
marco manzano,821070,,marco-manzano
marco raya,694397,sa3014550,marco-raya
marco vargas,804614,sa3018632,marco-vargas
marco vega,800148,,marco-vega
marconi german,829699,sa3067715,marconi-german
marcos castanon,676203,,marcos-castanon
marcos herrera,800154,,marcos-herrera
marcos torres,800106,,marcos-torres
marcus brown,694939,,marcus-brown
marcus johnson,687189,,marcus-johnson
marcus lee sang,686984,,marcus-lee-sang
marcus phillips,815071,,marcus-phillips
marcus semien,543760,12533,marcus-semien
marcus stroman,573186,13431,marcus-stroman
marek houston,701339,sa3034152,marek-houston
mariano salomon,807814,,mariano-salomon
marino santy,696091,,marino-santy
mario baez,808545,,mario-baez
mario camilletti,680519,,mario-camilletti
mario feliciano,666128,20263,mario-feliciano
mark canha,592192,11445,mark-canha
mark coley ii,696501,,mark-coley-ii
mark contreras,676628,20122,mark-contreras
mark kolozsvary,656627,21304,mark-kolozsvary
mark leiter jr.,643410,15551,mark-leiter-jr
mark mathias,664029,18032,mark-mathias
mark mclaughlin,687202,,mark-mclaughlin
mark payton,592622,16042,mark-payton
mark vientos,668901,22184,mark-vientos
marlon de la cruz,821023,,marlon-de-la-cruz
marlon franco,693812,,marlon-franco
marlon nieves,812363,sa3021567,marlon-nieves
marlon quintana,823822,,marlon-quintana
marlon quintero,821238,,marlon-quintero
marques johnson,688730,,marques-johnson
martin gonzalez,703203,,martin-gonzalez
martin maldonado,455117,6887,martin-maldonado
martin perez,527048,6902,martin-perez
martin tamara,808344,,martin-tamara
marty gair,700248,,marty-gair
marvin alcantara,800421,,marvin-alcantara
marwin rivero,823869,,marwin-rivero
marwys cabrera,807009,,marwys-cabrera
masataka yoshida,807799,31837,masataka-yoshida
mason auer,687020,,mason-auer
mason barnett,686930,31741,mason-barnett
mason black,696131,30171,mason-black
mason burns,826314,,mason-burns
mason davenport,828495,,mason-davenport
mason englert,669438,22288,mason-englert
mason estrada,833386,,mason-estrada
mason fluharty,689254,,mason-fluharty
mason green,679057,,mason-green
mason guerra,701653,,mason-guerra
mason lytle,809860,,mason-lytle
mason marriott,,sa3025505,mason-marriott
mason mcconnaughey,822415,,mason-mcconnaughey
mason mccoy,669200,22232,mason-mccoy
mason mcgwire,702576,,mason-mcgwire
mason miller,695243,31757,mason-miller
mason miller,695243,31757,mason-miller
mason molina,695766,,mason-molina
mason montgomery,682254,29770,mason-montgomery
mason morris,702568,,mason-morris
mason neville,702563,sa3038799,mason-neville
mason nichols,805783,,mason-nichols
mason olson,802981,,mason-olson
mason peters,830336,,mason-peters
mason thompson,666168,21850,mason-thompson
mason white,702517,,mason-white
masyn winn,691026,27479,masyn-winn
mathieu curtis,813555,,mathieu-curtis
matt andriese,542882,12022,matt-andriese
matt barnes,598264,12863,matt-barnes
matt beaty,607461,17710,matt-beaty
matt bowman,621199,13528,matt-bowman
matt brash,666374,25756,matt-brash
matt chapman,656305,16505,matt-chapman
matt coutney,671925,,matt-coutney
matt duffy,622110,13836,matt-duffy
matt duffy,622110,13836,matt-duffy
matt festa,670036,19330,matt-festa
matt foster,641582,19647,matt-foster
matt gage,657424,17381,matt-gage
matt gorski,685301,,matt-gorski
matt halbach,801561,,matt-halbach
matt jachec,801367,,matt-jachec
matt keating,702046,,matt-keating
matt king,823153,,matt-king
matt klein,702600,,matt-klein
matt koperniak,689288,,matt-koperniak
matt krook,640454,19315,matt-krook
matt lanzendorfer,831093,,matt-lanzendorfer
matt lloyd,651016,,matt-lloyd
matt manning,666159,20369,matt-manning
matt mclain,680574,29695,matt-mclain
matt mervis,670223,27845,matt-mervis
matt moore,519043,1890,matt-moore
matt olson,621566,14344,matt-olson
matt pushard,690155,,matt-pushard
matt rudick,689822,,matt-rudick
matt sauer,669422,22284,matt-sauer
matt scannell,814411,,matt-scannell
matt seelinger,676910,,matt-seelinger
matt shaw,807713,33322,matt-shaw
matt strahm,621381,13799,matt-strahm
matt suggs,702110,,matt-suggs
matt svanson,694335,29629,matt-svanson
matt thaiss,642136,19318,matt-thaiss
matt turner,123521,1013231,matt-turner
matt vierling,663837,21558,matt-vierling
matt waldron,663362,25550,matt-waldron
matt wallner,670242,26466,matt-wallner
matt wilkinson,683363,sa3023171,matt-wilkinson
matthew batten,676946,20157,matthew-batten
matthew becker,801799,,matthew-becker
matthew boughton,815592,,matthew-boughton
matthew boyd,571510,15440,matthew-boyd
matthew dalquist,801574,,matthew-dalquist
matthew ellis,700815,,matthew-ellis
matthew etzel,803033,sa3022815,matthew-etzel
matthew ferrara,814955,,matthew-ferrara
matthew fisher,832455,,matthew-fisher
matthew hoskins,702614,,matthew-hoskins
matthew liberatore,669461,22294,matthew-liberatore
matthew lugo,683090,25980,matthew-lugo
matthew tippie,822915,,matthew-tippie
matthew watson,822459,,matthew-watson
maui ahuna,694757,,maui-ahuna
mauricio dubon,643289,16530,mauricio-dubon
mauricio estrella,800442,,mauricio-estrella
mauricio llovera,661440,20080,mauricio-llovera
mauricio vargas,827732,,mauricio-vargas
maverick handley,668974,,maverick-handley
mavis graves,703496,,mavis-graves
max anderson,801194,sa3022567,max-anderson
max banks,822514,,max-banks
max belyeu,803284,sa3026937,max-belyeu
max burt,661733,,max-burt
max carlson,690967,,max-carlson
max castillo,666721,21956,max-castillo
max clark,703601,sa3022683,max-clark
max durrington,828589,,max-durrington
max ferguson,681132,,max-ferguson
max fried,608331,13743,max-fried
max gieg,688944,,max-gieg
max holy,802959,,max-holy
max kepler,596146,12144,max-kepler
max kranick,668820,22175,max-kranick
max lazar,676661,,max-lazar
max martin,822317,,max-martin
max meyer,676974,27474,max-meyer
max muncy,571970,13301,max-muncy
max muncy,691777,29779,max-muncy
max rajcic,691008,,max-rajcic
max scherzer,453286,3137,max-scherzer
max schuemann,680474,24488,max-schuemann
max williams,,sa3045333,max-williams
maximo acosta,691185,27963,maximo-acosta
maximo martinez,699059,,maximo-martinez
maximo rodriguez,800591,,maximo-rodriguez
maxton martin,807722,sa3023014,maxton-martin
maxwell romero jr.,686912,,maxwell-romero-jr
maykel coret,829044,sa3067683,maykel-coret
mayki de la rosa,829739,,mayki-de-la-rosa
mccade brown,685326,30004,mccade-brown
mckinley moore,686842,25663,mckinley-moore
mclane moody,834851,,mclane-moody
melkis hernandez,800292,,melkis-hernandez
melky ventura,830460,,melky-ventura
melvin rodriguez,821060,,melvin-rodriguez
meridian leffew,829156,,meridian-leffew
merit jones,809826,,merit-jones
merlin bido,816264,,merlin-bido
merphy hernandez,821075,,merphy-hernandez
merrick baldo,813707,,merrick-baldo
merrill kelly,518876,11156,merrill-kelly
mervin fell,807818,,mervin-fell
meykel baro,829965,,meykel-baro
micah ashman,809840,,micah-ashman
micah bucknam,692117,,micah-bucknam
micah dallas,690921,,micah-dallas
michael arias,683522,,michael-arias
michael arroyo,703197,sa3018429,michael-arroyo
michael busch,683737,26319,michael-busch
michael carico,801686,,michael-carico
michael chavis,656308,17321,michael-chavis
michael conforto,624424,16376,michael-conforto
michael cordero,831107,,michael-cordero
michael darrell-hicks,690382,,michael-darrell-hicks
michael dattalo,809633,,michael-dattalo
michael de la cruz,833199,,michael-de-la-cruz
michael de la cruz,833199,,michael-de-la-cruz
michael flynn,663901,,michael-flynn
michael forret,702650,sa3023479,michael-forret
michael fowler,694725,,michael-fowler
michael fulmer,605242,13218,michael-fulmer
michael gemma,695027,,michael-gemma
michael grove,675627,23221,michael-grove
michael harris ii,671739,25931,michael-harris-ii
michael helman,680737,24605,michael-helman
michael hilker,830242,,michael-hilker
michael kelly,547184,12791,michael-kelly
michael kennedy,702604,sa3021728,michael-kennedy
