Name,MLBID,FGID,FGSlug
jordan gottesman,831149,,jordan-gottesman
jordan groshans,677954,23794,jordan-groshans
jordan hicks,663855,19618,jordan-hicks
jordan holloway,656548,20631,jordan-holloway
jordan lawlar,691783,29976,jordan-lawlar
jordan leasure,673929,29950,jordan-leasure
jordan little,804111,,jordan-little
jordan luplow,656669,16424,jordan-luplow
jordan lyles,543475,7593,jordan-lyles
jordan montgomery,656756,16511,jordan-montgomery
jordan nwogu,685087,,jordan-nwogu
jordan ouanyou,835948,,jordan-ouanyou
jordan rich,813417,,jordan-rich
jordan romano,605447,16122,jordan-romano
jordan sanchez,820847,,jordan-sanchez
jordan sprinkle,688394,,jordan-sprinkle
jordan walker,691023,27475,jordan-walker
jordan weems,607179,13190,jordan-weems
jordan westburg,676059,27815,jordan-westburg
jordan wicks,696136,30094,jordan-wicks
jordan williams,689052,,jordan-williams
jordan woods,806637,,jordan-woods
jordan yost,803723,,jordan-yost
jordarlin mendoza,702212,,jordarlin-mendoza
jordy vargas,700174,,jordy-vargas
jordyn adams,677941,23788,jordyn-adams
jorge alcala,660896,19459,jorge-alcala
jorge alfaro,595751,12180,jorge-alfaro
jorge barrosa,678489,23968,jorge-barrosa
jorge bonifacio,593528,12174,jorge-bonifacio
jorge burgos,684222,sa3008929,jorge-burgos
jorge corona,687262,,jorge-corona
jorge drullard,830006,,jorge-drullard
jorge gonzalez,831106,,jorge-gonzalez
jorge guzman,823010,,jorge-guzman
jorge hernandez,808702,,jorge-hernandez
jorge juan,678478,,jorge-juan
jorge julio,406402,148,jorge-julio
jorge lara,814278,,jorge-lara
jorge lopez,605347,14527,jorge-lopez
jorge luna,808659,,jorge-luna
jorge marcheco,703420,,jorge-marcheco
jorge mateo,622761,17273,jorge-mateo
jorge nunez,821077,,jorge-nunez
jorge polanco,593871,13152,jorge-polanco
jorge quintana,815894,sa3024107,jorge-quintana
jorge rodriguez,821772,,jorge-rodriguez
jorge ruiz,702409,,jorge-ruiz
jorge soler,624585,14221,jorge-soler
jorgelys mota,800195,,jorgelys-mota
jorger petri,800423,,jorger-petri
jormy nivar,808343,,jormy-nivar
josdanner suarez,821193,,josdanner-suarez
jose abreu,547989,15676,jose-abreu
jose acuna,691641,,jose-acuna
jose alpuria,800434,,jose-alpuria
jose altuve,514888,5417,jose-altuve
jose alvarado,621237,17780,jose-alvarado
jose alvarado,829418,,jose-alvarado
jose anderson,821262,sa3024133,jose-anderson
jose azocar,640492,18821,jose-azocar
jose barrero,676480,23378,jose-barrero
jose barrios,110624,1000604,jose-barrios
jose berrios,621244,14168,jose-berrios
jose briceno,593993,13151,jose-briceno
jose butto,676130,23313,jose-butto
jose caballero,676609,23401,jose-caballero
jose cabrera,703615,,jose-cabrera
jose cabrera,820872,,jose-cabrera
jose camacho,821277,,jose-camacho
jose castillo,620454,17169,jose-castillo
jose castro,812161,,jose-castro
jose castro,812161,,jose-castro
jose cerice,822177,,jose-cerice
jose chirinos,800452,,jose-chirinos
jose cisnero,542585,6399,jose-cisnero
jose colmenares,683569,,jose-colmenares
jose contreras,425747,1660,jose-contreras
jose cordoba,692390,,jose-cordoba
jose cordova,682276,,jose-cordova
jose corniell,692030,27984,jose-corniell
jose cruz,821781,,jose-cruz
jose cuas,621016,17701,jose-cuas
jose de la cruz,827452,,jose-de-la-cruz
jose de la cruz,829927,,jose-de-la-cruz
jose de la rosa,831981,,jose-de-la-rosa
jose de la rosa,831981,,jose-de-la-rosa
jose de leon,592254,15463,jose-de-leon
jose devers,691410,sa3015292,jose-devers
jose devers,691410,,jose-devers
jose dickson,820988,,jose-dickson
jose dicochea,686946,,jose-dicochea
jose escobar,803241,,jose-escobar
jose espada,664744,21131,jose-espada
jose familia,815007,,jose-familia
jose feliz,808243,sa3024069,jose-feliz
jose fermin,820862,,jose-fermin
jose fermin,665877,21746,jose-fermin
jose fernandez,699912,,jose-fernandez
jose fernandez,699912,,jose-fernandez
jose ferrer,678606,24017,jose-ferrer
jose fleury,800067,sa3019255,jose-fleury
jose franco,683742,,jose-franco
jose gabriel torres,829258,,jose-gabriel-torres
jose garces,699010,,jose-garces
jose geraldo,702751,,jose-geraldo
jose geraldo,702751,,jose-geraldo
jose gomez,823845,,jose-gomez
jose gonzalez,114931,1004836,jose-gonzalez
jose gonzalez,114931,1004836,jose-gonzalez
jose gonzalez,114931,1004836,jose-gonzalez
jose guedez,803247,,jose-guedez
jose gutierrez,805073,,jose-gutierrez
jose hernandez,669796,22318,jose-hernandez
jose hernandez,669796,22318,jose-hernandez
jose herrera,645444,17040,jose-herrera
jose iglesias,578428,10231,jose-iglesias
jose izarra,692222,,jose-izarra
jose leclerc,600917,14524,jose-leclerc
jose ledesma,702874,,jose-ledesma
jose lopez,828372,,jose-lopez
jose lopez,828372,,jose-lopez
jose lopez,673111,22982,jose-lopez
jose luis acevedo,836593,,jose-luis-acevedo
jose manon,825495,,jose-manon
jose marcano,808091,,jose-marcano
jose marcano,821607,,jose-marcano
jose marte,665896,21761,jose-marte
jose martinez,814715,,jose-martinez
jose mejia,821777,,jose-mejia
jose mejia,808090,sa3021169,jose-mejia
jose meza,691561,,jose-meza
jose miranda,669304,20538,jose-miranda
jose monserrate,805104,,jose-monserrate
jose montero,800017,,jose-montero
jose montilla,830437,,jose-montilla
jose monzon,808267,,jose-monzon
jose nova,703360,,jose-nova
jose ortega,823886,,jose-ortega
jose paulino,821067,,jose-paulino
jose paulino,821067,,jose-paulino
jose pena,829072,,jose-pena
jose pena jr.,700247,,jose-pena-jr
jose peraza,606299,13593,jose-peraza
jose perdomo,815899,,jose-perdomo
jose perdomo,815899,,jose-perdomo
jose perez,699077,,jose-perez
jose pirela,808141,,jose-pirela
jose pitre,829717,,jose-pitre
jose quijada,650671,19200,jose-quijada
jose quintana,500779,11423,jose-quintana
jose ramirez,542432,10171,jose-ramirez
jose ramirez,829759,,jose-ramirez
jose ramirez,608070,13510,jose-ramirez
jose ramos,682947,,jose-ramos
jose ramos,815927,,jose-ramos
jose riera,829986,,jose-riera
jose rodriguez,821072,,jose-rodriguez
jose rodriguez,821072,,jose-rodriguez
jose rodriguez,821072,,jose-rodriguez
jose rodriguez,821072,,jose-rodriguez
jose rodriguez,821072,,jose-rodriguez
jose rojas,670351,19331,jose-rojas
jose romero,808487,,jose-romero
jose romero,808487,,jose-romero
jose ruiz,614179,14552,jose-ruiz
jose salas,691191,,jose-salas
jose sanchez,814262,,jose-sanchez
jose santana,825658,,jose-santana
jose serrano,805431,,jose-serrano
jose serrano,805431,,jose-serrano
jose siri,642350,17452,jose-siri
jose soriano,667755,22100,jose-soriano
jose suarez,660761,19911,jose-suarez
jose suarez,699027,,jose-suarez
jose tena,677588,23691,jose-tena
jose torres,686958,,jose-torres
jose tovar,808270,,jose-tovar
jose trevino,624431,16725,jose-trevino
jose urbina,808250,sa3022218,jose-urbina
jose urbina,808142,,jose-urbina
jose urena,570632,11589,jose-urena
jose urquidy,664353,18413,jose-urquidy
jose varela,806102,,jose-varela
jose vasquez,807833,,jose-vasquez
jose verdugo,825269,,jose-verdugo
jose vielma,829786,,jose-vielma
jose zerpa,813683,,jose-zerpa
joseilyn gonzalez,805120,,joseilyn-gonzalez
joseph deng thon,830188,,joseph-deng-thon
joseph dzierwa,804530,MISSING,joseph-dzierwa
joseph menefee,680749,,joseph-menefee
joseph sullivan,813896,sa3025413,joseph-sullivan
joseph tailor,808544,,joseph-tailor
josh adamczewski,815304,sa3023168,josh-adamczewski
josh bell,605137,13145,josh-bell
josh breaux,677007,,josh-breaux
josh caron,701805,,josh-caron
josh ekness,694795,,josh-ekness
josh fleming,676596,20418,josh-fleming
josh fuentes,658069,16885,josh-fuentes
josh grosz,701056,,josh-grosz
josh hader,623352,14212,josh-hader
josh hammond,815843,MISSING,josh-hammond
josh hansell,700985,,josh-hansell
josh hartle,691776,,josh-hartle
josh hejka,691196,,josh-hejka
josh hood,681377,,josh-hood
josh james,657624,16794,josh-james
josh jung,673962,26299,josh-jung
josh kasevich,688460,sa3020203,josh-kasevich
josh knoth,,sa3023420,josh-knoth
josh kross,811339,sa3025158,josh-kross
josh lester,623507,17737,josh-lester
josh lowe,666139,19953,josh-lowe
josh maciejewski,656671,,josh-maciejewski
josh moylan,694742,,josh-moylan
josh naylor,647304,18839,josh-naylor
josh owens,,sa3069169,josh-owens
josh perez,829789,,josh-perez
josh randall,695620,,josh-randall
josh rivera,687069,,josh-rivera
josh rogers,642028,18510,josh-rogers
josh rojas,668942,19734,josh-rojas
josh sanders,699560,,josh-sanders
josh sborz,622250,18323,josh-sborz
josh simpson,681006,,josh-simpson
josh smith,669701,26396,josh-smith
josh smith,669701,26396,josh-smith
josh springer,807256,,josh-springer
josh staumont,622251,18335,josh-staumont
josh stephan,695776,,josh-stephan
josh tate,702495,,josh-tate
josh taylor,657031,17359,josh-taylor
josh tiedemann,806244,,josh-tiedemann
josh trentadue,815048,sa3023010,josh-trentadue
josh wakefield,811718,,josh-wakefield
josh walker,677020,23617,josh-walker
josh white,687985,sa3019953,josh-white
josh winckowski,670174,22387,josh-winckowski
josh winder,680739,24606,josh-winder
joshua baez,695491,sa3017022,joshua-baez
joshua francis,821806,,joshua-francis
joshua kuroda-grauer,811965,sa3025386,joshua-kuroda-grauer
joshua liranzo,808162,,joshua-liranzo
joshua loeschorn,700380,,joshua-loeschorn
joshua palacios,641943,19818,joshua-palacios
joshua quezada,808350,,joshua-quezada
josi novas,800548,,josi-novas
josiah gray,680686,24580,josiah-gray
josiah hartshorn,815824,MISSING,josiah-hartshorn
josiah ragsdale,828824,,josiah-ragsdale
josiah romeo,812559,,josiah-romeo
josias ramirez,800382,,josias-ramirez
josmir reyes,821145,,josmir-reyes
jostin ogando,834230,,jostin-ogando
josuar gonzalez,829034,sa3067675,josuar-gonzalez
josue briceno,800522,sa3018584,josue-briceno
josue brito,821147,,josue-brito
josue de paula,800543,sa3018591,josue-de-paula
josue gonzalez,700648,,josue-gonzalez
josueth quinonez,815017,,josueth-quinonez
joswa lugo,815915,sa3023894,joswa-lugo
jovani moran,663558,20422,jovani-moran
jovi galvez,800243,,jovi-galvez
joyner perez,829836,,joyner-perez
jp wheat,702516,,jp-wheat
jt brubaker,664141,17578,jt-brubaker
jt quinn,802411,,jt-quinn
jt schwartz,681286,,jt-schwartz
juan alva,829264,,juan-alva
juan amarante,702431,,juan-amarante
juan baez,800345,,juan-baez
juan benjamin,691405,,juan-benjamin
juan brima,829070,,juan-brima
juan brito,682877,sa3009808,juan-brito
juan brown,820946,,juan-brown
juan burgos,686228,,juan-burgos
juan cabada,829040,sa3067679,juan-cabada
juan carela,683636,,juan-carela
juan castillo,112115,1002064,juan-castillo
juan cazarez,814811,,juan-cazarez
juan centeno,518542,7168,juan-centeno
juan colorado,821610,,juan-colorado
juan cruz,407297,273,juan-cruz
juan cruz,407297,273,juan-cruz
juan duran,814813,,juan-duran
juan duran,814813,,juan-duran
juan espinal,821042,,juan-espinal
juan flores,808129,,juan-flores
juan fraide,830004,,juan-fraide
juan gonzalez,694943,,juan-gonzalez
juan guerrero,115220,1005117,juan-guerrero
juan hernandez,808037,,juan-hernandez
juan lopez,829681,,juan-lopez
juan macero,830471,,juan-macero
juan martinez,821197,,juan-martinez
juan mateo,462940,3753,juan-mateo
juan matheus,801276,,juan-matheus
juan mejia,675848,23237,juan-mejia
juan monso,815021,,juan-monso
juan morillo,666661,,juan-morillo
juan obispo,808312,,juan-obispo
juan olmos,703181,,juan-olmos
juan ortega,808302,,juan-ortega
juan ortuno,821187,sa3024330,juan-ortuno
juan oviedo,434663,2886,juan-oviedo
juan parra,832324,,juan-parra
juan reynoso,702418,,juan-reynoso
juan rijo,836591,,juan-rijo
juan rojas,829863,,juan-rojas
juan rojas,700357,,juan-rojas
juan rosas,807971,,juan-rosas
juan rujano,829794,,juan-rujano
juan sanchez,825646,sa3067129,juan-sanchez
juan sanchez,825646,MISSING,juan-sanchez
juan sierra,808027,,juan-sierra
juan soto,665742,20123,juan-soto
juan sulbaran,808368,,juan-sulbaran
juan then,672730,22828,juan-then
juan tomas,829823,sa3067758,juan-tomas
juan torres,825153,,juan-torres
juan uribe,346874,454,juan-uribe
juan valera,813536,sa3021570,juan-valera
juan villavicencio,800276,,juan-villavicencio
juan yepez,660766,18400,juan-yepez
juanfel peguero,800346,,juanfel-peguero
juarlin soto,821419,,juarlin-soto
juaron watts-brown,,sa3023352,juaron-watts-brown
jud fabian,682983,sa3019942,jud-fabian
jude warwick,827672,,jude-warwick
julian aguiar,687924,30031,julian-aguiar
julian brock,683149,,julian-brock
julian fernandez,642759,18341,julian-fernandez
julian garcia,670062,,julian-garcia
julian merryweather,657240,16703,julian-merryweather
julian tonghini,802486,,julian-tonghini
julio acosta,829930,,julio-acosta
julio henriquez,802082,,julio-henriquez
julio mendez,801249,,julio-mendez
julio rodriguez,677594,23697,julio-rodriguez
julio rodriguez,677594,23697,julio-rodriguez
julio rodriguez,677594,23697,julio-rodriguez
julio urias,628711,14765,julio-urias
julio zayas,808289,,julio-zayas
jun-seok shim,807149,,jun-seok-shim
juneiker caceres,821181,sa3024329,juneiker-caceres
jung hoo lee,808982,33824,jung-hoo-lee
juniel querecuto,578570,12140,juniel-querecuto
junior aybar,808166,,junior-aybar
junior caminero,691406,28163,junior-caminero
junior ciprian,815795,,junior-ciprian
junior flores,695946,,junior-flores
junior franco,691285,,junior-franco
junior garcia,815010,,junior-garcia
junior perez,678577,sa3005744,junior-perez
junior sanchez,808087,,junior-sanchez
junior sanchez,808087,,junior-sanchez
junior suriel,829866,,junior-suriel
junior tavera,812563,,junior-tavera
junior tilien,691708,,junior-tilien
jurdrick profar,821673,,jurdrick-profar
jurickson profar,595777,10815,jurickson-profar
jurrangelo cijntje,701388,sa3028930,jurrangelo-cijntje
justice bigbie,694425,sa3016971,justice-bigbie
justin anderson,605121,16201,justin-anderson
justin barry,815204,,justin-barry
justin bruihl,677865,23779,justin-bruihl
justin campbell,683235,,justin-campbell
justin capellan,820886,,justin-capellan
justin chambers,807724,,justin-chambers
justin crawford,702222,31791,justin-crawford
justin dean,681909,,justin-dean
justin decriscio,813664,,justin-decriscio
justin dunn,643290,19268,justin-dunn
justin foscue,679822,27501,justin-foscue
justin garza,621057,19784,justin-garza
justin gonzales,821100,sa3023757,justin-gonzales
justin hagenman,663795,,justin-hagenman
justin henschel,832044,,justin-henschel
justin jarvis,680691,sa3007775,justin-jarvis
justin johnson,813386,,justin-johnson
justin king,659381,,justin-king
justin lamkin,703610,MISSING,justin-lamkin
justin lawrence,664875,17639,justin-lawrence
justin loer,820830,,justin-loer
justin long,700043,,justin-long
justin martinez,679885,24453,justin-martinez
justin meis,701568,,justin-meis
justin riemer,811312,,justin-riemer
justin sinibaldi,811958,,justin-sinibaldi
justin slaten,686580,25648,justin-slaten
justin steele,657006,17312,justin-steele
justin sterner,686993,27694,justin-sterner
justin storm,814193,,justin-storm
justin stransky,833458,,justin-stransky
justin thomas,476206,9910,justin-thomas
justin topa,623437,15145,justin-topa
justin turner,457759,5235,justin-turner
justin verlander,434378,8700,justin-verlander
justin west,804892,,justin-west
justin wilson,458677,4301,justin-wilson
justin wrobleski,680736,31204,justin-wrobleski
justin yeager,687866,,justin-yeager
justus sheffield,656954,17285,justus-sheffield
justyn-henry malloy,669234,29606,justyn-henry-malloy
k.c. hunt,687268,sa3022937,kc-hunt
kade anderson,807739,sa3026056,kade-anderson
kade bragg,688540,,kade-bragg
kade brown,824044,,kade-brown
kade morris,695034,,kade-morris
kade snell,820835,,kade-snell
kade strowd,669704,26191,kade-strowd
kade woods,701515,,kade-woods
kaden echeman,834989,,kaden-echeman
kadil rubio,829855,,kadil-rubio
kaeden kent,809763,,kaeden-kent
kaelen culpepper,701785,sa3025360,kaelen-culpepper
kaemyn franklin,829539,,kaemyn-franklin
kahlil watson,696135,sa3017513,kahlil-watson
kai murphy,687625,,kai-murphy
kai peterson,815322,,kai-peterson
kai roberts,805956,,kai-roberts
kai-wei teng,678906,24282,kai-wei-teng
kailen hamson,834596,,kailen-hamson
kalai rosario,,sa3015199,kalai-rosario
kale fountain,806495,sa3067321,kale-fountain
kaleb bowman,689337,,kaleb-bowman
kaleb corbett,804254,,kaleb-corbett
kaleb freeman,807461,,kaleb-freeman
kaleb ort,672391,20061,kaleb-ort
kaleb wing,832453,,kaleb-wing
kamden edge,833403,,kamden-edge
kameron douglas,804854,,kameron-douglas
kameron misner,670224,26374,kameron-misner
kamren james,687553,,kamren-james
kamuel villar,829958,,kamuel-villar
kane kepley,823807,sa3035293,kane-kepley
karl kauffmann,666154,27488,karl-kauffmann
karson ligon,695704,,karson-ligon
karson milbrandt,703596,sa3020659,karson-milbrandt
karson simas,689302,,karson-simas
kasen wells,703673,,kasen-wells
kash mayfield,824026,sa3067104,kash-mayfield
kason siguenza,828974,,kason-siguenza
kavares tears,701837,sa3043596,kavares-tears
kay-lan nicasia,702461,,kay-lan-nicasia
kayson cunningham,815617,sa3069148,kayson-cunningham
kazuma okamoto,672960,37123,kazuma-okamoto
keaton winn,676775,23499,keaton-winn
kebryan hayes,663647,18577,kebryan-hayes
keduar trujillo,806014,,keduar-trujillo
keegan akin,669211,19362,keegan-akin
keegan batka,700176,,keegan-batka
keegan thompson,624522,19795,keegan-thompson
keegan zinn,815111,,keegan-zinn
keeler morfe,808323,,keeler-morfe
kegnnalex seijas,815767,,kegnnalex-seijas
kehden hettiger,800607,,kehden-hettiger
keibert ruiz,660688,19610,keibert-ruiz
keider montero,672456,22630,keider-montero
keiner delgado,700731,sa3018397,keiner-delgado
keith jones ii,695069,,keith-jones-ii
keivan vasquez,829713,,keivan-vasquez
keiverson ramirez,808138,,keiverson-ramirez
kelena sauer,694989,,kelena-sauer
kellan oakes,822163,,kellan-oakes
kellen strahm,687005,,kellen-strahm
kellon lindsey,,sa3067042,kellon-lindsey
kelly austin,675502,,kelly-austin
kelvin alcantara,808083,,kelvin-alcantara
kelvin hidalgo,800193,,kelvin-hidalgo
kelvin ramirez,699062,,kelvin-ramirez
kelvin rosario,808163,,kelvin-rosario
kelvin zapata,829981,,kelvin-zapata
kelvis salcedo,,sa3021531,kelvis-salcedo
kemp alderman,694580,sa3022562,kemp-alderman
ken giles,571704,12910,ken-giles
ken waldichuk,686610,27681,ken-waldichuk
kendal meza,808111,,kendal-meza
kendall george,806077,sa3022660,kendall-george
kendall graveman,608665,15514,kendall-graveman
kendeglys virguez,802068,,kendeglys-virguez
kendrey maduro,701342,,kendrey-maduro
kendrick hernandez,821796,,kendrick-hernandez
kendrick herrera,821696,,kendrick-herrera
kendry castro,821662,,kendry-castro
kendry chirinos,800140,,kendry-chirinos
kendry chourio,830402,sa3067545,kendry-chourio
kendry martinez,829036,,kendry-martinez
kendry rojas,696070,sa3016746,kendry-rojas
kendy richard,821062,,kendy-richard
kenedy corona,685744,,kenedy-corona
kenley jansen,445276,3096,kenley-jansen
kenly hunter,829077,,kenly-hunter
kennew blanco,815891,,kennew-blanco
kenni gomez,703198,,kenni-gomez
kenny castillo,700341,,kenny-castillo
kenny fenelon,829064,sa3067474,kenny-fenelon
kenny leiner,828666,,kenny-leiner
kenny piper,700652,,kenny-piper
kenny rosenberg,670046,20009,kenny-rosenberg
kenny serwa,690162,,kenny-serwa
kent emanuel,592288,15849,kent-emanuel
kenten egbert,687881,,kenten-egbert
kenya huggins,695761,sa3020609,kenya-huggins
kenyi perez,695990,,kenyi-perez
kenyon yovan,668719,,kenyon-yovan
keone kela,605309,14696,keone-kela
kerrington cross,701136,,kerrington-cross
kerry carpenter,681481,25961,kerry-carpenter
kervin castro,665645,21656,kervin-castro
kervin pichardo,682775,,kervin-pichardo
keshawn ogans,687248,,keshawn-ogans
keston hiura,669374,20003,keston-hiura
ketel marte,606466,13613,ketel-marte
kevin abel,674265,,kevin-abel
kevin alcantara,682634,25971,kevin-alcantara
kevin alvarez,829037,sa3067677,kevin-alvarez
kevin bazzell,695494,,kevin-bazzell
kevin bruggeman,815755,,kevin-bruggeman
kevin camacho,814268,,kevin-camacho
kevin defrank,829074,MISSING,kevin-defrank
kevin dume,800134,,kevin-dume
kevin ereu,807148,,kevin-ereu
kevin fitzer,822624,,kevin-fitzer
kevin garcia,821237,,kevin-garcia
kevin gausman,592332,14107,kevin-gausman
kevin ginkel,656464,19876,kevin-ginkel
kevin gowdy,666151,,kevin-gowdy
kevin herget,643361,15369,kevin-herget
kevin kelly,687330,25679,kevin-kelly
kevin kilpatrick jr.,687201,,kevin-kilpatrick-jr
kevin made,691183,,kevin-made
kevin maitan,670867,sa969045,kevin-maitan
kevin martinez,830427,,kevin-martinez
kevin mcgonigle,805808,33572,kevin-mcgonigle
kevin newman,621028,17696,kevin-newman
kevin padlo,656821,16593,kevin-padlo
kevin parada,691006,,kevin-parada
kevin rivas,691422,,kevin-rivas
kevin robledo,821694,,kevin-robledo
kevin santana,821035,,kevin-santana
kevin smith,675656,20242,kevin-smith
kevin velasco,808280,,kevin-velasco
kevin villavicencio,692944,,kevin-villavicencio
kevyn castillo,800203,,kevyn-castillo
keyber rodriguez,677601,,keyber-rodriguez
keynan middleton,641871,15264,keynan-middleton
keyner benitez,808547,sa3021795,keyner-benitez
keyner martinez,815212,,keyner-martinez
keythel key,700322,,keythel-key
khadim diaw,813715,sa3025259,khadim-diaw
khal stephen,701590,sa3043049,khal-stephen
khristian curtis,694753,,khristian-curtis
kiefer lord,811296,,kiefer-lord
kien vu,809844,,kien-vu
kifraidy encarnacion,820960,,kifraidy-encarnacion
kirby snead,669912,19179,kirby-snead
kirby yates,489446,9073,kirby-yates
kleiber olmedo,811598,,kleiber-olmedo
kleiver chauran,808264,,kleiver-chauran
klendy leen,823652,,klendy-leen
kleyver salazar,808307,,kleyver-salazar
kodai senga,673540,31838,kodai-senga
kodey shojinaga,809975,,kodey-shojinaga
kodi whitley,676831,19731,kodi-whitley
kody clemens,665019,20572,kody-clemens
kody funderburk,681892,24993,kody-funderburk
kody huff,687627,,kody-huff
koen moreno,691103,,koen-moreno
kohei arihara,685503,27505,kohei-arihara
kohl drake,684442,sa3021723,kohl-drake
kolby allard,663465,18694,kolby-allard
kole myers,801887,,kole-myers
kolten smith,701368,,kolten-smith
kolton ingram,688427,26068,kolton-ingram
kona takahashi,678537,sa3062992,kona-takahashi
konner eaton,820825,,konner-eaton
konni durschlag,835621,,konni-durschlag
konnor griffin,804606,35376,konnor-griffin
konnor pilkington,663455,21453,konnor-pilkington
korbyn dickerson,702668,sa3030281,korbyn-dickerson
korey lee,686676,25543,korey-lee
kris bryant,592178,15429,kris-bryant
kris bubic,663460,21455,kris-bubic
krishan ulacio,829932,,krishan-ulacio
kristian campbell,692225,33644,kristian-campbell
kristian robinson,677565,sa3006884,kristian-robinson
kruz schoolcraft,828244,MISSING,kruz-schoolcraft
kumar rocker,677958,31843,kumar-rocker
kutter crawford,676710,20531,kutter-crawford
ky bush,681066,sa3017386,ky-bush
kyle ayers,695486,,kyle-ayers
kyle backhus,679775,,kyle-backhus
kyle barraclough,607457,13713,kyle-barraclough
kyle bradish,680694,24586,kyle-bradish
kyle brnovich,686599,,kyle-brnovich
kyle carr,694805,,kyle-carr
kyle cody,621129,19686,kyle-cody
kyle crick,605195,13182,kyle-crick
kyle debarge,814414,sa3025260,kyle-debarge
kyle degroat,826940,,kyle-degroat
kyle farmer,571657,14813,kyle-farmer
kyle finnegan,640448,15009,kyle-finnegan
kyle freeland,607536,16256,kyle-freeland
kyle funkhouser,608335,19456,kyle-funkhouser
kyle garlick,664247,18063,kyle-garlick
kyle harrison,690986,27758,kyle-harrison
kyle hart,606996,19646,kyle-hart
kyle hendricks,543294,12049,kyle-hendricks
kyle henley,806120,,kyle-henley
kyle higashioka,543309,5517,kyle-higashioka
kyle hurt,669165,27514,kyle-hurt
kyle isbel,664728,21614,kyle-isbel
kyle karros,691720,33252,kyle-karros
kyle keller,664918,18890,kyle-keller
kyle larsen,701686,,kyle-larsen
kyle leahy,681517,24763,kyle-leahy
kyle lodise,827517,sa3059833,kyle-lodise
kyle luckham,680734,,kyle-luckham
kyle manzardo,700932,29794,kyle-manzardo
kyle mccann,668832,25575,kyle-mccann
kyle mccoy,702578,,kyle-mccoy
kyle muller,666205,20167,kyle-muller
kyle nelson,669459,20515,kyle-nelson
kyle nevin,693819,,kyle-nevin
kyle nicolas,693312,27775,kyle-nicolas
kyle robinson,701836,,kyle-robinson
kyle roche,828314,,kyle-roche
kyle schwarber,656941,16478,kyle-schwarber
kyle sinzza,820989,,kyle-sinzza
kyle stowers,669065,26151,kyle-stowers
kyle teel,691019,33549,kyle-teel
kyle tucker,663656,18345,kyle-tucker
kyle tyler,667725,22092,kyle-tyler
kyle walker,809143,,kyle-walker
kyle west,823918,,kyle-west
kyle wright,657140,19665,kyle-wright
kyler fedko,693459,sa3017561,kyler-fedko
kyren paris,677347,26420,kyren-paris
kyson witherspoon,804817,sa3045487,kyson-witherspoon
l.p. langevin,692137,,lp-langevin
lael lockhart,679712,,lael-lockhart
lake bachar,669199,,lake-bachar
lamonte wade jr.,664774,18126,lamonte-wade-jr
lan-hong su,837088,,lan-hong-su
lance mccullers jr.,621121,14120,lance-mccullers-jr
landen maroudis,805793,sa3023351,landen-maroudis
landen payne,811167,,landen-payne
landen roupp,694738,30076,landen-roupp
landon arroyos,825968,,landon-arroyos
landon beidelschies,804860,,landon-beidelschies
landon harmon,816102,MISSING,landon-harmon
landon hodge,821933,,landon-hodge
landon knack,689017,27487,landon-knack
landon sims,683085,,landon-sims
landon tomkins,814280,,landon-tomkins
landry jurecka,800970,,landry-jurecka
landyn vidourek,811716,sa3044483,landyn-vidourek
lane ramsey,682010,25071,lane-ramsey
lane thomas,657041,16939,lane-thomas
larry martinez,800371,,larry-martinez
larry suero,829050,,larry-suero
lars nootbaar,663457,21454,lars-nootbaar
lawrence butler,671732,22542,lawrence-butler
lazaro estrada,681751,,lazaro-estrada
lazaro montes,703155,sa3018409,lazaro-montes
leandro arias,703202,sa3018433,leandro-arias
leandro cedeno,660681,sa873307,leandro-cedeno
leandro lopez,699214,sa3016748,leandro-lopez
leandro pineda,683610,,leandro-pineda
leandro romero,815933,sa3023727,leandro-romero
leider padilla,821636,,leider-padilla
leighton finley,803287,,leighton-finley
leni done,830454,,leni-done
lenyn sosa,672820,22896,lenyn-sosa
leo balcazar,699114,,leo-balcazar
leo jimenez,677870,23782,leo-jimenez
leo rivas,660844,21009,leo-rivas
leodalis de vries,815888,sa3023363,leodalis-de-vries
leody taveras,665750,18900,leody-taveras
leomar rosario,703855,,leomar-rosario
leonard garcia,692623,,leonard-garcia
leonard rijo,825616,,leonard-rijo
leonardo bernal,699024,sa3015773,leonardo-bernal
leonardo pineda,815904,,leonardo-pineda
leonel espinoza,696083,,leonel-espinoza
leonel sequera,800320,,leonel-sequera
letrey mccollum,701742,,letrey-mccollum
leuris portorreal,808224,,leuris-portorreal
leury garcia,544725,5913,leury-garcia
levi huesman,702612,,levi-huesman
levi jordan,682119,,levi-jordan
levi sterling,815552,sa3066664,levi-sterling
levi stoudt,686651,25650,levi-stoudt
levi wells,694370,sa3023441,levi-wells
lewin diaz,650331,18365,lewin-diaz
leyvi rodriguez,821133,,leyvi-rodriguez
liam best,807555,,liam-best
liam doyle,824604,sa3030545,liam-doyle
liam hendriks,521230,3548,liam-hendriks
liam hicks,689414,29844,liam-hicks
liam paddack,822473,,liam-paddack
liam simon,687216,,liam-simon
liam sullivan,807715,,liam-sullivan
liberts aponte,829051,,liberts-aponte
limanol payero,829720,,limanol-payero
linbel jimenez,808354,,linbel-jimenez
liomar martinez,801737,sa3019612,liomar-martinez
liosward marin,808314,,liosward-marin
liover peguero,678894,24273,liover-peguero
lisandro sanchez,830009,,lisandro-sanchez
